original_index,track_id,song_name,artist,genre,chorus_ratio,syllable_density,sentiment_score,flesch_kincaid_readability,lsa_component_1,lsa_component_2,lsa_component_3
42554,Pop_01084,Oh What A Circus,Madonna,Pop,0.3433,1.7759,0.0,0.0,0.0,0.0,0.0
13009,Pop_01085,25 Miles,Michael Jackson,Pop,0.3333,1.2901,0.0,0.0,0.0,0.0,0.0
13010,Pop_01086,A Fool For You,Michael Jackson,Pop,0.2766,1.3368,0.0,0.0,0.0,0.0,0.0
13011,Pop_01087,Another Day,Michael Jackson,Pop,0.9091,1.4444,0.0,0.0,0.0,0.0,0.0
13012,Pop_01088,Another Part Of Me,Michael Jackson,Pop,0.4444,1.661,0.0,0.0,0.0,0.0,0.0
13013,Pop_01089,Baby Be Mine,Michael Jackson,Pop,0.3333,1.4839,0.0,0.0,0.0,0.0,0.0
13014,Pop_01090,Bad,Michael Jackson,Pop,0.2857,1.1832,0.0,0.0,0.0,0.0,0.0
13015,Pop_01091,Be Me 4 A Day,Michael Jackson,Pop,0.2,1.4375,0.0,0.0,0.0,0.0,0.0
13016,Pop_01092,Beat It,Michael Jackson,Pop,0.7308,1.3231,0.0,0.0,0.0,0.0,0.0
13017,Pop_01093,Behind The Mask,Michael Jackson,Pop,0.4935,1.2448,0.0,0.0,0.0,0.0,0.0
13018,Pop_01094,Ben,Michael Jackson,Pop,0.0667,1.3485,0.0,0.0,0.0,0.0,0.0
13019,Pop_01095,Best Of Joy (I Can't Make It),Michael Jackson,Pop,0.2857,1.6952,0.0,0.0,0.0,0.0,0.0
13020,Pop_01096,Billie Jean,Michael Jackson,Pop,0.5192,1.4845,0.0,0.0,0.0,0.0,0.0
13021,Pop_01097,Black Or White,Michael Jackson,Pop,0.25,1.5855,0.0,0.0,0.0,0.0,0.0
13022,Pop_01098,Butterflies,Michael Jackson,Pop,0.25,1.4333,0.0,0.0,0.0,0.0,0.0
13023,Pop_01099,Christmas Medly,Michael Jackson,Pop,0.1042,1.5556,0.0,0.0,0.0,0.0,0.0
13024,Pop_01100,Cinderella Stay Awhile,Michael Jackson,Pop,0.303,1.8108,0.0,0.0,0.0,0.0,0.0
13025,Pop_01101,Don't Let It Get You Down,Michael Jackson,Pop,0.4894,1.252,0.0,0.0,0.0,0.0,0.0
13026,Pop_01102,Don't Say Goodbye Again,Michael Jackson,Pop,0.5763,1.3623,0.0,0.0,0.0,0.0,0.0
13027,Pop_01103,D.S.,Michael Jackson,Pop,0.6216,1.3427,0.0,0.0,0.0,0.0,0.0
13028,Pop_01104,Ease On Down The Road,Michael Jackson,Pop,0.5091,1.2303,0.0,0.0,0.0,0.0,0.0
13029,Pop_01105,Enjoy Yourself,Michael Jackson,Pop,0.5968,1.5315,0.0,0.0,0.0,0.0,0.0
13030,Pop_01106,Fall Again,Michael Jackson,Pop,0.4444,1.3481,0.0,0.0,0.0,0.0,0.0
13031,Pop_01107,For All Time,Michael Jackson,Pop,0.5,1.4014,0.0,0.0,0.0,0.0,0.0
13032,Pop_01108,Get On The Floor,Michael Jackson,Pop,0.6892,1.4702,0.0,0.0,0.0,0.0,0.0
13033,Pop_01109,Greatest Show On Earth,Michael Jackson,Pop,0.5263,1.4557,0.0,0.0,0.0,0.0,0.0
13034,Pop_01110,Happy,Michael Jackson,Pop,0.4898,1.4924,0.0,0.0,0.0,0.0,0.0
13035,Pop_01111,Hollywood Tonight,Michael Jackson,Pop,0.9385,1.538,0.0,0.0,0.0,0.0,0.0
13036,Pop_01112,I Just Can't Stop Loving You,Michael Jackson,Pop,0.3788,1.2829,0.0,0.0,0.0,0.0,0.0
13037,Pop_01113,I Never Heard,Michael Jackson,Pop,0.4483,1.3333,0.0,0.0,0.0,0.0,0.0
13038,Pop_01114,I Want You Back '98,Michael Jackson,Pop,0.2453,1.4093,0.0,0.0,0.0,0.0,0.0
13039,Pop_01115,If'n I Was God,Michael Jackson,Pop,0.1667,1.6714,0.0,0.0,0.0,0.0,0.0
13040,Pop_01116,I'll Be There,Michael Jackson,Pop,0.3333,1.2417,0.0,0.0,0.0,0.0,0.0
13041,Pop_01117,Invincible,Michael Jackson,Pop,0.3704,1.4538,0.0,0.0,0.0,0.0,0.0
13042,Pop_01118,It's The Falling In Love,Michael Jackson,Pop,0.4242,1.3821,0.0,0.0,0.0,0.0,0.0
13043,Pop_01119,Little Susie,Michael Jackson,Pop,0.22,1.5865,0.0,0.0,0.0,0.0,0.0
13044,Pop_01120,Love Never Felt So Good,Michael Jackson,Pop,0.6724,1.3067,0.0,0.0,0.0,0.0,0.0
13045,Pop_01121,Make Tonight All Mine,Michael Jackson,Pop,0.3585,1.3741,0.0,0.0,0.0,0.0,0.0
13046,Pop_01122,Maybe Tomorrow,Michael Jackson,Pop,0.25,1.4058,0.0,0.0,0.0,0.0,0.0
13047,Pop_01123,Men In Black,Michael Jackson,Pop,0.5814,1.5741,0.0,0.0,0.0,0.0,0.0
13048,Pop_01124,Money,Michael Jackson,Pop,0.4957,1.5771,0.0,0.0,0.0,0.0,0.0
13049,Pop_01125,Monster,Michael Jackson,Pop,0.5044,1.6522,0.0,0.0,0.0,0.0,0.0
13050,Pop_01126,Morphine,Michael Jackson,Pop,0.3661,1.6855,0.0,0.0,0.0,0.0,0.0
13051,Pop_01127,Nite Line,Michael Jackson,Pop,0.4915,1.38,0.0,0.0,0.0,0.0,0.0
13052,Pop_01128,One More Chance,Michael Jackson,Pop,0.6747,1.5402,0.0,0.0,0.0,0.0,0.0
13053,Pop_01129,Ready 2 Win,Michael Jackson,Pop,0.4348,1.6739,0.0,0.0,0.0,0.0,0.0
13054,Pop_01130,Rock With You,Michael Jackson,Pop,0.439,1.2661,0.0,0.0,0.0,0.0,0.0
13055,Pop_01131,Say Say Say,Michael Jackson,Pop,0.5833,1.2,0.0,0.0,0.0,0.0,0.0
13056,Pop_01132,She Drives Me Wild,Michael Jackson,Pop,0.475,1.3706,0.0,0.0,0.0,0.0,0.0
43710,Pop_01133,2000 Watts,Michael Jackson,Pop,0.4706,1.4074,0.0,0.0,0.0,0.0,0.0
43711,Pop_01134,2 Bad,Michael Jackson,Pop,0.6375,1.2444,0.0,0.0,0.0,0.0,0.0
43712,Pop_01135,A Brand New Day,Michael Jackson,Pop,0.7241,1.6728,0.0,0.0,0.0,0.0,0.0
43713,Pop_01136,A Place With No Name,Michael Jackson,Pop,0.3137,1.5326,0.0,0.0,0.0,0.0,0.0
43714,Pop_01137,ABC,Michael Jackson,Pop,0.5132,1.3944,0.0,0.0,0.0,0.0,0.0
43715,Pop_01138,Ain't No Sunshine,Michael Jackson,Pop,0.3333,1.4356,0.0,0.0,0.0,0.0,0.0
43716,Pop_01139,All The Things You Are,Michael Jackson,Pop,0.7143,1.549,0.0,0.0,0.0,0.0,0.0
43717,Pop_01140,Alright Now,Michael Jackson,Pop,0.5455,1.3944,0.0,0.0,0.0,0.0,0.0
43718,Pop_01141,An Angel Came To Me,Michael Jackson,Pop,0.6304,1.5326,0.0,0.0,0.0,0.0,0.0
43719,Pop_01142,Blame It On The Boogie,Michael Jackson,Pop,0.7465,1.7378,0.0,0.0,0.0,0.0,0.0
43720,Pop_01143,Blood On The Dance Floor,Michael Jackson,Pop,0.7013,1.5654,0.0,0.0,0.0,0.0,0.0
43721,Pop_01144,Blue Gangsta,Michael Jackson,Pop,0.6602,1.3255,0.0,0.0,0.0,0.0,0.0
43723,Pop_01145,Breaking News,Michael Jackson,Pop,0.4884,1.6781,0.0,0.0,0.0,0.0,0.0
43724,Pop_01146,Breaking Rules,Michael Jackson,Pop,0.5946,1.5305,0.0,0.0,0.0,0.0,0.0
43725,Pop_01147,Burn This Disco Out,Michael Jackson,Pop,0.4898,1.2566,0.0,0.0,0.0,0.0,0.0
43726,Pop_01148,Burn Tonight,Michael Jackson,Pop,0.0952,1.25,0.0,0.0,0.0,0.0,0.0
43727,Pop_01149,Call On Me,Michael Jackson,Pop,0.2683,1.5714,0.0,0.0,0.0,0.0,0.0
43728,Pop_01150,Can You Feel It,Michael Jackson,Pop,0.3542,1.5317,0.0,0.0,0.0,0.0,0.0
43729,Pop_01151,Can't Let Her Get Away,Michael Jackson,Pop,0.4118,1.2822,0.0,0.0,0.0,0.0,0.0
43730,Pop_01152,Carousel,Michael Jackson,Pop,0.46,1.6531,0.0,0.0,0.0,0.0,0.0
43731,Pop_01153,Centipede,Michael Jackson,Pop,0.8226,1.5882,0.0,0.0,0.0,0.0,0.0
43732,Pop_01154,Childhood,Michael Jackson,Pop,0.2581,1.6832,0.0,0.0,0.0,0.0,0.0
43733,Pop_01155,Come Together,Michael Jackson,Pop,0.1071,1.5208,0.0,0.0,0.0,0.0,0.0
43734,Pop_01156,Cry,Michael Jackson,Pop,0.0625,1.5949,0.0,0.0,0.0,0.0,0.0
43735,Pop_01157,Dangerous,Michael Jackson,Pop,0.4505,1.6261,0.0,0.0,0.0,0.0,0.0
43736,Pop_01158,Dapper Dan,Michael Jackson,Pop,0.587,1.3226,0.0,0.0,0.0,0.0,0.0
43737,Pop_01159,Dear Michael,Michael Jackson,Pop,0.3778,1.6238,0.0,0.0,0.0,0.0,0.0
43738,Pop_01160,Dirty Diana,Michael Jackson,Pop,0.3929,1.5266,0.0,0.0,0.0,0.0,0.0
43739,Pop_01161,Do You Know Where Your Children Are,Michael Jackson,Pop,0.4898,1.6816,0.0,0.0,0.0,0.0,0.0
43740,Pop_01162,Don't Be Messin Around,Michael Jackson,Pop,0.3871,1.5299,0.0,0.0,0.0,0.0,0.0
43741,Pop_01163,Don't Walk Away,Michael Jackson,Pop,0.1212,1.3495,0.0,0.0,0.0,0.0,0.0
43742,Pop_01164,Earth Song,Michael Jackson,Pop,0.4355,1.4245,0.0,0.0,0.0,0.0,0.0
43743,Pop_01165,Euphoria,Michael Jackson,Pop,0.2,1.631,0.0,0.0,0.0,0.0,0.0
43744,Pop_01166,Everybody's Somebody's Fool,Michael Jackson,Pop,0.625,1.9107,0.0,0.0,0.0,0.0,0.0
43745,Pop_01167,Ghosts,Michael Jackson,Pop,0.5775,1.5896,0.0,0.0,0.0,0.0,0.0
43746,Pop_01168,"Girl, Don't Take Your Love From Me",Michael Jackson,Pop,0.2826,1.2302,0.0,0.0,0.0,0.0,0.0
43747,Pop_01169,Girl You're So Together,Michael Jackson,Pop,0.2,1.4828,0.0,0.0,0.0,0.0,0.0
43748,Pop_01170,Girlfriend,Michael Jackson,Pop,0.44,1.3793,0.0,0.0,0.0,0.0,0.0
43749,Pop_01171,Give In To Me,Michael Jackson,Pop,0.6125,1.434,0.0,0.0,0.0,0.0,0.0
43750,Pop_01172,Give Thanks To Allah,Michael Jackson,Pop,0.7826,1.8878,0.0,0.0,0.0,0.0,0.0
43751,Pop_01173,Goin' Back To Indiana,Michael Jackson,Pop,0.4872,1.5,0.0,0.0,0.0,0.0,0.0
43752,Pop_01174,Gone Too Soon,Michael Jackson,Pop,0.4231,1.5,0.0,0.0,0.0,0.0,0.0
43753,Pop_01175,Got The Hots,Michael Jackson,Pop,0.7059,1.2548,0.0,0.0,0.0,0.0,0.0
43754,Pop_01176,Got To Be There,Michael Jackson,Pop,0.4643,1.3662,0.0,0.0,0.0,0.0,0.0
43755,Pop_01177,Happy Birthday Lisa,Michael Jackson,Pop,0.5294,1.6522,0.0,0.0,0.0,0.0,0.0
43756,Pop_01178,Heal The World,Michael Jackson,Pop,0.5309,1.5789,0.0,0.0,0.0,0.0,0.0
43757,Pop_01179,Heaven Can Wait,Michael Jackson,Pop,0.359,1.4702,0.0,0.0,0.0,0.0,0.0
43758,Pop_01180,Here I Am,Michael Jackson,Pop,0.1111,1.4118,0.0,0.0,0.0,0.0,0.0
43759,Pop_01181,History,Michael Jackson,Pop,0.4483,1.8905,0.0,0.0,0.0,0.0,0.0
43760,Pop_01182,Hold My Hand,Michael Jackson,Pop,0.4737,1.4286,0.0,0.0,0.0,0.0,0.0
43761,Pop_01183,Hot Street,Michael Jackson,Pop,0.449,1.4348,0.0,0.0,0.0,0.0,0.0
43762,Pop_01184,How Is Life Going To Be,Michael Jackson,Pop,0.7692,1.4257,0.0,0.0,0.0,0.0,0.0
43763,Pop_01185,Human Nature,Michael Jackson,Pop,0.5,1.5684,0.0,0.0,0.0,0.0,0.0
43764,Pop_01186,I Am A Loser,Michael Jackson,Pop,0.4828,1.5333,0.0,0.0,0.0,0.0,0.0
43765,Pop_01187,I Can't Help It,Michael Jackson,Pop,0.0909,1.5273,0.0,0.0,0.0,0.0,0.0
43766,Pop_01188,I Have This Dream,Michael Jackson,Pop,0.2222,1.61,0.0,0.0,0.0,0.0,0.0
43767,Pop_01189,I Hear A Symphony,Michael Jackson,Pop,0.3077,1.675,0.0,0.0,0.0,0.0,0.0
43768,Pop_01190,I Like You The Way You Are,Michael Jackson,Pop,0.427,1.4384,0.0,0.0,0.0,0.0,0.0
43769,Pop_01191,I Like You The Way You Are (Don't Change Your Love),Michael Jackson,Pop,0.5854,1.4179,0.0,0.0,0.0,0.0,0.0
43770,Pop_01192,I Wanna Be Where You Are,Michael Jackson,Pop,0.3871,1.3556,0.0,0.0,0.0,0.0,0.0
43771,Pop_01193,I Want You Back,Michael Jackson,Pop,0.5172,1.323,0.0,0.0,0.0,0.0,0.0
43772,Pop_01194,If I Don't Love You This Way,Michael Jackson,Pop,0.5,1.3077,0.0,0.0,0.0,0.0,0.0
43773,Pop_01195,I'll Come Home To You,Michael Jackson,Pop,0.3103,1.5057,0.0,0.0,0.0,0.0,0.0
43774,Pop_01196,I'm In Love Again,Michael Jackson,Pop,0.4194,1.1978,0.0,0.0,0.0,0.0,0.0
43775,Pop_01197,I'm So Blue,Michael Jackson,Pop,0.4909,1.5804,0.0,0.0,0.0,0.0,0.0
43776,Pop_01198,In Our Small Way,Michael Jackson,Pop,0.2,1.4107,0.0,0.0,0.0,0.0,0.0
43777,Pop_01199,In The Closet,Michael Jackson,Pop,0.7015,1.5,0.0,0.0,0.0,0.0,0.0
43778,Pop_01200,Is It Scary?,Michael Jackson,Pop,0.2716,1.7486,0.0,0.0,0.0,0.0,0.0
43779,Pop_01201,Islam In My Veins,Michael Jackson,Pop,0.4667,1.7315,0.0,0.0,0.0,0.0,0.0
43780,Pop_01202,It's Too Late To Change The Time,Michael Jackson,Pop,0.4545,1.3741,0.0,0.0,0.0,0.0,0.0
43781,Pop_01203,Jackson 5 Medley,Michael Jackson,Pop,0.194,1.2994,0.0,0.0,0.0,0.0,0.0
43782,Pop_01204,Jam,Michael Jackson,Pop,0.2889,1.3776,0.0,0.0,0.0,0.0,0.0
43783,Pop_01205,Johnny Raven,Michael Jackson,Pop,0.069,1.3333,0.0,0.0,0.0,0.0,0.0
43784,Pop_01206,Just A Little Bit Of You,Michael Jackson,Pop,0.3571,1.625,0.0,0.0,0.0,0.0,0.0
43785,Pop_01207,Just Friends,Michael Jackson,Pop,0.463,1.2941,0.0,0.0,0.0,0.0,0.0
43786,Pop_01208,Just Good Friends,Michael Jackson,Pop,0.4435,1.4195,0.0,0.0,0.0,0.0,0.0
43787,Pop_01209,Just Leave,Michael Jackson,Pop,0.087,1.6354,0.0,0.0,0.0,0.0,0.0
43788,Pop_01210,Keep The Faith,Michael Jackson,Pop,0.3125,1.341,0.0,0.0,0.0,0.0,0.0
43789,Pop_01211,Keep Your Head Up,Michael Jackson,Pop,0.4865,1.4286,0.0,0.0,0.0,0.0,0.0
43790,Pop_01212,Leave Me Alone,Michael Jackson,Pop,0.697,1.5821,0.0,0.0,0.0,0.0,0.0
43791,Pop_01213,Liberian Girl,Michael Jackson,Pop,0.75,1.4902,0.0,0.0,0.0,0.0,0.0
43792,Pop_01214,Little Christmas Tree,Michael Jackson,Pop,0.1613,1.6167,0.0,0.0,0.0,0.0,0.0
43793,Pop_01215,Lonely Teardrops,Michael Jackson,Pop,0.3636,1.4535,0.0,0.0,0.0,0.0,0.0
43795,Pop_01216,Loving You,Michael Jackson,Pop,0.6471,1.4465,0.0,0.0,0.0,0.0,0.0
43796,Pop_01217,Man In The Mirror,Michael Jackson,Pop,0.4316,1.437,0.0,0.0,0.0,0.0,0.0
43797,Pop_01218,Maria,Michael Jackson,Pop,0.1724,1.5243,0.0,0.0,0.0,0.0,0.0
43798,Pop_01219,Maybe Tomorrow - The Jackson 5,Michael Jackson,Pop,0.7317,1.3687,0.0,0.0,0.0,0.0,0.0
43799,Pop_01220,Melodie,Michael Jackson,Pop,0.4186,1.6961,0.0,0.0,0.0,0.0,0.0
43800,Pop_01221,Morning Glow,Michael Jackson,Pop,0.2308,1.2857,0.0,0.0,0.0,0.0,0.0
43801,Pop_01222,Much Too Soon,Michael Jackson,Pop,0.3333,1.5,0.0,0.0,0.0,0.0,0.0
43802,Pop_01223,Music And Me,Michael Jackson,Pop,0.125,1.6364,0.0,0.0,0.0,0.0,0.0
43803,Pop_01224,My Girl,Michael Jackson,Pop,0.72,1.3333,0.0,0.0,0.0,0.0,0.0
43804,Pop_01225,Off The Wall,Michael Jackson,Pop,0.5476,1.3826,0.0,0.0,0.0,0.0,0.0
43805,Pop_01226,One Day In Your Life,Michael Jackson,Pop,0.6667,1.481,0.0,0.0,0.0,0.0,0.0
43806,Pop_01227,People Make The World Go Round,Michael Jackson,Pop,0.2381,1.6308,0.0,0.0,0.0,0.0,0.0
43807,Pop_01228,Pressure,Michael Jackson,Pop,0.3226,1.4623,0.0,0.0,0.0,0.0,0.0
43808,Pop_01229,Price Of Fame,Michael Jackson,Pop,0.4,1.5319,0.0,0.0,0.0,0.0,0.0
43809,Pop_01230,Privacy,Michael Jackson,Pop,0.1739,1.8163,0.0,0.0,0.0,0.0,0.0
43810,Pop_01231,Remember The Time,Michael Jackson,Pop,0.5698,1.6568,0.0,0.0,0.0,0.0,0.0
43811,Pop_01232,Right Here,Michael Jackson,Pop,0.2105,1.4038,0.0,0.0,0.0,0.0,0.0
43812,Pop_01233,Rockin' Robin,Michael Jackson,Pop,0.4783,1.5213,0.0,0.0,0.0,0.0,0.0
43813,Pop_01234,Save Me,Michael Jackson,Pop,0.7158,1.2188,0.0,0.0,0.0,0.0,0.0
43814,Pop_01235,Scream,Michael Jackson,Pop,0.2642,1.7052,0.0,0.0,0.0,0.0,0.0
43815,Pop_01236,SFTS SFTS,Michael Jackson,Pop,0.2222,1.3492,0.0,0.0,0.0,0.0,0.0
43816,Pop_01237,Shake Your Body (Down To The Ground),Michael Jackson,Pop,0.6364,1.3636,0.0,0.0,0.0,0.0,0.0
43817,Pop_01238,She's Out Of My Life,Michael Jackson,Pop,0.4545,1.4308,0.0,0.0,0.0,0.0,0.0
43818,Pop_01239,Shoo-Be-Doo-Be-Doo-Da-Day,Michael Jackson,Pop,0.1379,1.5472,0.0,0.0,0.0,0.0,0.0
43819,Pop_01240,Slave to the Rhythm,Michael Jackson,Pop,0.3913,1.3088,0.0,0.0,0.0,0.0,0.0
43820,Pop_01241,Smile,Michael Jackson,Pop,0.8276,1.4886,0.0,0.0,0.0,0.0,0.0
43821,Pop_01242,Smooth Criminal,Michael Jackson,Pop,0.7222,1.5235,0.0,0.0,0.0,0.0,0.0
43822,Pop_01243,Soldier Boy,Michael Jackson,Pop,0.1818,1.3913,0.0,0.0,0.0,0.0,0.0
43823,Pop_01244,Somebody's Watching Me,Michael Jackson,Pop,0.527,1.7219,0.0,0.0,0.0,0.0,0.0
43824,Pop_01245,Someone In The Dark,Michael Jackson,Pop,0.4375,1.53,0.0,0.0,0.0,0.0,0.0
43825,Pop_01246,Someone Put Your Hand Out,Michael Jackson,Pop,0.5116,1.5469,0.0,0.0,0.0,0.0,0.0
43826,Pop_01247,Speechless,Michael Jackson,Pop,0.2857,1.4603,0.0,0.0,0.0,0.0,0.0
43827,Pop_01248,Speed Demon,Michael Jackson,Pop,0.2121,1.3678,0.0,0.0,0.0,0.0,0.0
43828,Pop_01249,State Of Shock,Michael Jackson,Pop,0.3538,1.1963,0.0,0.0,0.0,0.0,0.0
43829,Pop_01250,Stranger In Moscow,Michael Jackson,Pop,0.625,1.688,0.0,0.0,0.0,0.0,0.0
43830,Pop_01251,Streetwalker,Michael Jackson,Pop,0.5789,1.4976,0.0,0.0,0.0,0.0,0.0
43831,Pop_01252,Stronger,Michael Jackson,Pop,0.1429,1.3333,0.0,0.0,0.0,0.0,0.0
43832,Pop_01253,Superfly Sister,Michael Jackson,Pop,0.5677,1.4067,0.0,0.0,0.0,0.0,0.0
43833,Pop_01254,Tabloid Junkie,Michael Jackson,Pop,0.587,1.7404,0.0,0.0,0.0,0.0,0.0
43834,Pop_01255,Take Me Back,Michael Jackson,Pop,0.4634,1.2957,0.0,0.0,0.0,0.0,0.0
43835,Pop_01256,Talk With You,Michael Jackson,Pop,0.6,1.427,0.0,0.0,0.0,0.0,0.0
43836,Pop_01257,Tell Me I'm Not Dreamin' (Too Good To Be True),Michael Jackson,Pop,0.4857,1.5352,0.0,0.0,0.0,0.0,0.0
43837,Pop_01258,That's What I Get,Michael Jackson,Pop,0.375,1.4035,0.0,0.0,0.0,0.0,0.0
11094,Pop_01259,A-YO,Lady Gaga,Pop,0.6556,1.3968,0.0,0.0,0.0,0.0,0.0
11095,Pop_01260,Alejandro,Lady Gaga,Pop,0.7021,1.7047,0.0,0.0,0.0,0.0,0.0
11096,Pop_01261,Alienated,Lady Gaga,Pop,0.6667,1.6562,0.0,0.0,0.0,0.0,0.0
11097,Pop_01262,Another Time,Lady Gaga,Pop,0.7,1.4534,0.0,0.0,0.0,0.0,0.0
11098,Pop_01263,Applause,Lady Gaga,Pop,0.7059,1.3854,0.0,0.0,0.0,0.0,0.0
11099,Pop_01264,Artpop,Lady Gaga,Pop,0.5952,1.68,0.0,0.0,0.0,0.0,0.0
11100,Pop_01265,"Beautiful, Dirty, Rich",Lady Gaga,Pop,0.4375,1.5882,0.0,0.0,0.0,0.0,0.0
11101,Pop_01266,"Bewitched, Bothered And Bewildered",Lady Gaga,Pop,0.2,1.6556,0.0,0.0,0.0,0.0,0.0
11102,Pop_01267,Bloody Mary,Lady Gaga,Pop,0.6875,1.3947,0.0,0.0,0.0,0.0,0.0
11103,Pop_01268,Dope,Lady Gaga,Pop,0.4634,1.3475,0.0,0.0,0.0,0.0,0.0
11104,Pop_01269,Fashion of His Love,Lady Gaga,Pop,0.2195,1.5,0.0,0.0,0.0,0.0,0.0
11105,Pop_01270,"Fooled Me Again, Honest Eyes",Lady Gaga,Pop,0.3971,1.5526,0.0,0.0,0.0,0.0,0.0
11106,Pop_01271,Footsteps In The Snow,Lady Gaga,Pop,0.3684,1.4634,0.0,0.0,0.0,0.0,0.0
11107,Pop_01272,Freezerburn,Lady Gaga,Pop,0.5714,1.4529,0.0,0.0,0.0,0.0,0.0
11108,Pop_01273,Future Love,Lady Gaga,Pop,0.3846,1.6101,0.0,0.0,0.0,0.0,0.0
11109,Pop_01274,Here We Go Again,Lady Gaga,Pop,0.7647,1.3851,0.0,0.0,0.0,0.0,0.0
11110,Pop_01275,Highway Unicorn,Lady Gaga,Pop,0.75,1.1905,0.0,0.0,0.0,0.0,0.0
11111,Pop_01276,Hooker On A Church Corner,Lady Gaga,Pop,0.7222,1.5062,0.0,0.0,0.0,0.0,0.0
11112,Pop_01277,I Can't Give You Anything But Love,Lady Gaga,Pop,0.1,1.5579,0.0,0.0,0.0,0.0,0.0
11113,Pop_01278,I Hear Them,Lady Gaga,Pop,0.6494,1.3478,0.0,0.0,0.0,0.0,0.0
11114,Pop_01279,I Like It Rough,Lady Gaga,Pop,0.8065,1.3279,0.0,0.0,0.0,0.0,0.0
11115,Pop_01280,I Want Your Love,Lady Gaga,Pop,0.6667,1.1,0.0,0.0,0.0,0.0,0.0
11116,Pop_01281,Ink,Lady Gaga,Pop,0.4737,1.5064,0.0,0.0,0.0,0.0,0.0
11117,Pop_01282,Judas,Lady Gaga,Pop,0.56,1.527,0.0,0.0,0.0,0.0,0.0
11118,Pop_01283,Just Dance,Lady Gaga,Pop,0.4561,1.6417,0.0,0.0,0.0,0.0,0.0
11119,Pop_01284,Kandy Life,Lady Gaga,Pop,0.5556,1.6148,0.0,0.0,0.0,0.0,0.0
11120,Pop_01285,Love Mail,Lady Gaga,Pop,0.5111,1.3851,0.0,0.0,0.0,0.0,0.0
11121,Pop_01286,Mega Mix,Lady Gaga,Pop,0.6667,1.4334,0.0,0.0,0.0,0.0,0.0
11122,Pop_01287,New York,Lady Gaga,Pop,0.2973,1.3241,0.0,0.0,0.0,0.0,0.0
11123,Pop_01288,No Floods,Lady Gaga,Pop,0.4906,1.5243,0.0,0.0,0.0,0.0,0.0
11124,Pop_01289,Nothing On,Lady Gaga,Pop,0.5641,1.582,0.0,0.0,0.0,0.0,0.0
11125,Pop_01290,Optimist,Lady Gaga,Pop,0.678,1.8238,0.0,0.0,0.0,0.0,0.0
11126,Pop_01291,Out Of Control,Lady Gaga,Pop,0.5429,1.5625,0.0,0.0,0.0,0.0,0.0
11127,Pop_01292,Poker Face,Lady Gaga,Pop,0.6607,1.3042,0.0,0.0,0.0,0.0,0.0
11128,Pop_01293,Reloaded,Lady Gaga,Pop,0.625,1.7207,0.0,0.0,0.0,0.0,0.0
11129,Pop_01294,Retro Physical,Lady Gaga,Pop,0.987,1.5639,0.0,0.0,0.0,0.0,0.0
11130,Pop_01295,Rock Show,Lady Gaga,Pop,0.3673,1.5656,0.0,0.0,0.0,0.0,0.0
11131,Pop_01296,Second Time Around,Lady Gaga,Pop,0.6742,1.5649,0.0,0.0,0.0,0.0,0.0
11132,Pop_01297,Shake Your Kitty,Lady Gaga,Pop,0.6571,1.5829,0.0,0.0,0.0,0.0,0.0
11133,Pop_01298,Silly Boy,Lady Gaga,Pop,0.7368,1.3883,0.0,0.0,0.0,0.0,0.0
11134,Pop_01299,Someone Save Me Tonight,Lady Gaga,Pop,0.125,1.3505,0.0,0.0,0.0,0.0,0.0
11135,Pop_01300,Starstruck,Lady Gaga,Pop,0.6707,1.5259,0.0,0.0,0.0,0.0,0.0
11136,Pop_01301,Stuck On Fuckin' You,Lady Gaga,Pop,0.2727,1.4115,0.0,0.0,0.0,0.0,0.0
11137,Pop_01302,Summer Boy,Lady Gaga,Pop,0.4717,1.4581,0.0,0.0,0.0,0.0,0.0
11138,Pop_01303,The Cat,Lady Gaga,Pop,0.2,1.5571,0.0,0.0,0.0,0.0,0.0
11139,Pop_01304,The Fame,Lady Gaga,Pop,0.551,1.5274,0.0,0.0,0.0,0.0,0.0
11140,Pop_01305,The Queen,Lady Gaga,Pop,0.5667,1.4367,0.0,0.0,0.0,0.0,0.0
11141,Pop_01306,Unicorn,Lady Gaga,Pop,0.625,1.4643,0.0,0.0,0.0,0.0,0.0
11142,Pop_01307,Wish You Were Here,Lady Gaga,Pop,0.5556,1.3571,0.0,0.0,0.0,0.0,0.0
11143,Pop_01308,Wonderful,Lady Gaga,Pop,0.5333,1.9123,0.0,0.0,0.0,0.0,0.0
41065,Pop_01309,Again Again,Lady Gaga,Pop,0.3429,1.4138,0.0,0.0,0.0,0.0,0.0
41066,Pop_01310,Angel Down,Lady Gaga,Pop,0.7627,1.5217,0.0,0.0,0.0,0.0,0.0
41067,Pop_01311,Aura,Lady Gaga,Pop,0.5882,1.4579,0.0,0.0,0.0,0.0,0.0
41068,Pop_01312,Bad Kids,Lady Gaga,Pop,0.5942,1.3636,0.0,0.0,0.0,0.0,0.0
41069,Pop_01313,Bad Romance,Lady Gaga,Pop,0.7692,1.8034,0.0,0.0,0.0,0.0,0.0
41070,Pop_01314,Black Jesus Amen Fashion,Lady Gaga,Pop,0.7241,1.6825,0.0,0.0,0.0,0.0,0.0
41071,Pop_01315,Born This Way,Lady Gaga,Pop,0.5843,1.42,0.0,0.0,0.0,0.0,0.0
